Target language lemma,ID,User language gloss,English gloss,POS,Level,Word source,Ex. ID,Form,Analysis,Target language example sentence,User language translation,English translation,Reference,Topic(s),Lesson,
весёлый,1090,happy,,A,A1,"LM, МН",1,весёлый,Nom.Masc.Sing,Ты сегодня такой весёлый. У тебя какой-то праздник?,You’re so happy today. Is there a special occasion?,,_,"описание, внутренний мир",15,
весёлый,1091,happy,,A,A1,"LM, МН",2,весело,Adverb,Мне здесь совсем не весело. Пойдём домой!,It's no fun here at all. Let’s go home!,,_,"описание, внутренний мир",15,
весёлый,1092,happy,,A,A1,"LM, МН",3,весёлая,Nom.Fem.Sing,Моя собака всегда весёлая и энергичная.,My dog is always happy and energetic.,,_,"описание, внутренний мир",15,
жёлтый,1093,yellow,,A,A1,МН,1,жёлтые,Nom.Plur,Жёлтые листья падают с деревьев.,Yellow leaves are falling from the trees.,,_,описание,7,
жёлтый,1094,yellow,,A,A1,МН,2,жёлтый,Nom.Masc.Sing,Мне нравится твой жёлтый свитер.,I like your yellow sweater.,,_,описание,7,
жёлтый,1095,yellow,,A,A1,МН,3,жёлтыми,Ins.Plur,Я ищу юбку с жёлтыми полосками.,I am looking for a skirt with yellow stripes.,,_,описание,7,
сумка,1096,bag,,N.Fem.Inan,A1,"Golosa, MiP, LM, МН",1,сумку,Acc.Sing,Не забудь сумку! Там наши паспорта.,Don’t forget the bag! Our passports are there.,,_,магазин,7,
сумка,1097,bag,,N.Fem.Inan,A1,"Golosa, MiP, LM, МН",2,сумки,Gen.Sing,Я не выхожу из дома без сумки.,I don't leave the house without my purse.,,_,магазин,7,
сумка,1098,bag,,N.Fem.Inan,A1,"Golosa, MiP, LM, МН",3,сумке,Loc.Sing,Я не могу найти ключи в сумке.,I can’t find the keys in the bag.,,_,магазин,7,
соль,1099,salt,,N.Fem.Inan,A1,"Golosa, MiP, МН",1,соли,Gen.Sing,"В этом салате мало соли, нужно добавить.","There's not enough salt in this salad, we need to add more.",,_,"еда, магазин",31,
соль,1100,salt,,N.Fem.Inan,A1,"Golosa, MiP, МН",2,соль,Acc.Sing,"Передай мне, пожалуйста, соль.","Pass me the salt, please.",,_,"еда, магазин",31,
соль,1101,salt,,N.Fem.Inan,A1,"Golosa, MiP, МН",3,солей,Gen.Plur,В этой воде много солей магния.,This water contains a lot of magnesium salts.,,_,"еда, магазин",31,
вокзал,1102,train station,,N.Masc.Inan,A1,"MiP, LM, МН, Поехали",1,вокзала,Gen.Sing,С какого вокзала ты уезжаешь?,Which train station do you depart from?,,_,"транспорт, путешествие",19,
вокзал,1103,train station,,N.Masc.Inan,A1,"MiP, LM, МН, Поехали",2,вокзале,Loc.Sing,Я провёл ночь на вокзале — ждал поезд в Мурманск.,I spent the night at the train station — I was waiting for the train to Murmansk.,,_,"транспорт, путешествие",19,
вокзал,1104,train station,,N.Masc.Inan,A1,"MiP, LM, МН, Поехали",3,вокзал,Acc.Sing,Вася поехал на вокзал встречать своих друзей.,Vasya has gone to the train station to pick up his friends.,,_,"транспорт, путешествие",19,
бедный,1105,poor,,A,A1,МН,1,бедный,Nom.Masc.Sing,Откуда у Пети деньги? Он же бедный студент.,Where does Petya get money from? He’s a poor student.,,_,"люди, описание",23,
бедный,1106,poor,,A,A1,МН,2,бедная,Nom.Fem.Sing,Бедная девочка! Выздоравливай скорее!,Poor girl! Get well soon!,,_,"люди, описание",23,
бедный,1107,poor,,N.Masc.Anim,A1,МН,3,бедных,Gen.Plur,Дети из бедных семей получат бесплатные обеды в школе.,Children from poor families will get free lunches at school.,,_,"люди, описание",23,
специальность,1108,profession,,N.Fem.Inan,A1,"Golosa, MiP, МН",1,специальности,Dat.Sing,Кто ты по специальности?,What’s your profession?,,_,учёба/работа,26,
специальность,1109,profession,,N.Fem.Inan,A1,"Golosa, MiP, МН",2,специальность,Nom.Sing,"Моя специальность — переводчик, но я работаю фотографом.","I’m an interpreter by profession, but I work as a photographer.",,_,учёба/работа,26,
специальность,1110,profession,,N.Fem.Inan,A1,"Golosa, MiP, МН",3,специальностям,Dat.Plur,В этом университете учат двадцати специальностям.,They teach 20 specializations in this university.,,_,учёба/работа,26,
серый,1111,grey,,A,A1,"Golosa, MiP, МН",1,серые,Nom.Plur,Мне не нравятся эти серые тучи на небе.,I don't like those grey clouds in the sky.,,_,описание,32,
серый,1112,grey,,A,A1,"Golosa, MiP, МН",2,серый,Nom.Masc.Sing,Серый волк — герой многих русских сказок.,The grey wolf is a character in many Russian fairy-tales.,,_,описание,32,
серый,1113,grey,,A,A1,"Golosa, MiP, МН",3,серых,Loc.Plur,Видите мужчину в серых штанах? Это мой дядя.,Do you see that man in grey pants? That’s my uncle.,,_,описание,32,
поступать,1114,apply for entrance,,V,A1,"Golosa, MiP, МН",1,поступают,Imperf.Plur.3,Куда поступают твои одноклассники?,What universities are your classmates are applying to?,,_,учёба/работа,22,
поступать,1115,apply for entrance,,V,A1,"Golosa, MiP, МН",2,поступать,Imperf.Inf,Мой брат хочет поступать в МГУ.,My brother wants to apply to Moscow State University.,,_,учёба/работа,22,
поступать,1116,apply for entrance,,V,A1,"Golosa, MiP, МН",3,поступает,Imperf.Sing.3,"В этом году он не поступает в университет, а идёт работать.","He’s not applying to the university this year, he’s going to work.",,_,учёба/работа,22,
факультет,1117,faculty,,N.Masc.Inan,A1,"Golosa, MiP, МН",1,факультете,Loc.Sing,На каком факультете ты учишься?,Which faculty/department of the university do you study at?,,_,учёба/работа,22,
факультет,1118,faculty,,N.Masc.Inan,A1,"Golosa, MiP, МН",2,факультета,Gen.Sing,Это профессор с моего факультета.,This is a professor from my faculty/department.,,_,учёба/работа,22,
факультет,1119,faculty,,N.Masc.Inan,A1,"Golosa, MiP, МН",3,факультет,Acc.Sing,Я поступила на факультет лингвистики.,I got accepted into the linguistics department.,,_,учёба/работа,22,
внучка,1120,granddaughter,,N.Fem.Anim,A1,"Golosa, MiP, LM, МН, Поехали",1,внучка,Nom.Sing,Моя внучка любит танцевать.,My granddaughter likes to dance.,,_,люди,15,
внучка,1121,granddaughter,,N.Fem.Anim,A1,"Golosa, MiP, LM, МН, Поехали",2,внучку,Acc.Sing,Как зовут вашу внучку?,What's your granddaughter’s name?,,_,люди,15,
внучка,1122,granddaughter,,N.Fem.Anim,A1,"Golosa, MiP, LM, МН, Поехали",3,внучки,Gen.Sing,У моей внучки много талантов.,My granddaughter has many talents.,,_,люди,15,
посылать,1123,send,,V,A1,"MiP, МН",1,посылает,Imperf.Sing.3,Каждый месяц он посылает деньги своей семье.,He sends money to his family every month.,,_,"люди, общение",27,
посылать,1124,send,,V,A1,"MiP, МН",2,посылать,Imperf.Inf,Я люблю посылать друзьям открытки из путешествий.,I like to send my friends postcards from my travels.,,_,"люди, общение",27,
посылать,1125,send,,V,A1,"MiP, МН",3,посылают,Imperf.Plur.3,Сергея всегда посылают на встречи с клиентами.,They always send Sergey to meet with clients.,,_,"люди, общение",27,
бассейн,1126,swimming pool,,N.Masc.Inan,A1,"Golosa, MiP, МН, Поехали",1,бассейна,Gen.Sing,Я только что вернулась из бассейна.,I just came back from the swimming pool.,,_,"свободное время, здоровье",12,
бассейн,1127,swimming pool,,N.Masc.Inan,A1,"Golosa, MiP, МН, Поехали",2,бассейне,Loc.Sing,Я не люблю плавать в бассейне. Там слишком грязно.,I don't like to swim in the swimming pool. It’s too dirty there.,,_,"свободное время, здоровье",12,
бассейн,1128,swimming pool,,N.Masc.Inan,A1,"Golosa, MiP, МН, Поехали",3,бассейн,Nom.Sing,Рядом с нашим домом открылся новый бассейн.,A new swimming pool has opened next door to us.,,_,"свободное время, здоровье",12,
менеджер,1129,manager,,N.Masc.Anim,A1,"Golosa, MiP, МН",1,менеджер,Nom.Sing,Генеральный менеджер сейчас в отпуске. Что ему передать?,The general manager is now on vacation. Should I take a message?,,_,"люди, учёба/работа",24,
менеджер,1130,manager,,N.Masc.Anim,A1,"Golosa, MiP, МН",2,менеджеры,Nom.Plur,Менеджеры нашей компании собрались на встречу.,The managers of our company gathered for the meeting.,,_,"люди, учёба/работа",24,
менеджер,1131,manager,,N.Masc.Anim,A1,"Golosa, MiP, МН",3,менеджера,Gen.Sing,Дайте мне номер менеджера! Я хочу с ним поговорить. ,Give me your manager's number! I want to talk to him.,,_,"люди, учёба/работа",24,
англичанин,1132,Englishman,,N.Masc.Anim,A1,"МН, Поехали, Кс",1,англичане,Nom.Plur,Англичане пьют чай с молоком.,The English drink tea with milk.,,_,"политика, люди",24,
англичанин,1133,Englishman,,N.Masc.Anim,A1,"МН, Поехали, Кс",2,англичанин,Nom.Sing,"Наш сосед — англичанин. Он родился в Лондоне, но вырос в Москве.",Our neighbor is an Englishman. He was born in London but grew up in Moscow.,,_,"политика, люди",24,
